"","Title","Revenue","logRev","N_Theaters","logThea","Release_Date","Inception","No_Article","Views60","Users60","Rigor60","Edits60","Views50","Users50","Rigor50","Edits50","Views40","Users40","Rigor40","Edits40","Views30","Users30","Rigor30","Edits30","Views20","Users20","Rigor20","Edits20","Views10","Users10","Rigor10","Edits10","lV60","lU60","lR60","lE60","ldV50","ldU50","ldR50","ldE50","ldV40","ldU40","ldR40","ldE40","ldV30","ldU30","ldR30","ldE30","ldV20","ldU20","ldR20","ldE20","ldV10","ldU10","ldR10","ldE10","Wide_Release","is_sequel","is_3D_or_IMAX","Fri_Sat","in_Summer","Federal_Holiday","N_Other_Rel"
"53","Crazy on the Outside",64438,11.073458800186,75,4.31748811353631,2010-01-08,583,0,59118,22,30,50,60252,22,30,50,61656,24,32,52,64409,26,33,53,66650,28,34,54,70746,26,35,55,10.9873076407294,3.13549421592915,3.43398720448515,3.93182563272433,7.0343879299155,0,0,0,7.24779258176785,1.09861228866811,1.09861228866811,1.09861228866811,7.9208096792886,1.09861228866811,0.693147180559945,0.693147180559945,7.71512360363211,1.09861228866811,0.693147180559945,0.693147180559945,8.31801027754687,0,0.693147180559945,0.693147180559945,0,0,0,1,0,0,4
"54","Dabangg",628137,13.3505135745247,62,4.12713438504509,2010-09-10,284,0,35685,36,37,56,40385,37,38,63,67876,62,82,119,95939,91,117,158,122278,104,138,181,163798,111,151,198,10.4825137339914,3.61091791264422,3.63758615972639,4.04305126783455,8.45553053102413,0.693147180559945,0.693147180559945,2.07944154167984,10.2216503322415,3.25809653802148,3.80666248977032,4.04305126783455,10.2422428951719,3.40119738166216,3.58351893845611,3.68887945411394,10.1788439752973,2.63905732961526,3.09104245335832,3.17805383034795,10.6339546023282,2.07944154167984,2.63905732961526,2.89037175789616,0,0,0,1,0,0,8
"55","Date Night",25207599,17.0426560546444,3374,8.12385426310591,2010-04-09,317,0,412532,50,55,74,428464,52,57,76,446391,59,60,81,467152,56,62,83,497655,67,72,94,536790,94,93,130,12.930071481557,3.93182563272433,4.02535169073515,4.31748811353631,9.67614770909051,1.09861228866811,1.09861228866811,1.09861228866811,9.79411901548076,2.07944154167984,1.38629436111989,1.79175946922805,9.94087967175319,0,1.09861228866811,1.09861228866811,10.3256131015374,2.484906649788,2.39789527279837,2.484906649788,10.5747980384869,3.3322045101752,3.09104245335832,3.61091791264422,1,0,0,1,0,0,6
"56","Daybreakers",15146692,16.5332927162429,2523,7.83320394864106,2010-01-08,960,0,287792,69,84,110,306324,73,86,112,330093,83,100,130,357748,89,106,140,419127,93,113,149,509220,103,121,160,12.5699967506935,4.24849524204936,4.44265125649032,4.70953020131233,9.82730820579731,1.6094379124341,1.09861228866811,1.09861228866811,10.0761795603542,2.39789527279837,2.70805020110221,2.94443897916644,10.2275979816015,1.94591014905531,1.94591014905531,2.39789527279837,11.0248393281737,1.6094379124341,2.07944154167984,2.30258509299405,11.4086088487042,2.39789527279837,2.19722457733622,2.484906649788,1,0,0,1,0,0,4
"57","Dear John",30468614,17.2322076625627,2969,7.99598047476376,2010-02-05,401,0,112466,44,42,58,123588,44,42,58,138999,48,48,65,161679,56,50,73,217469,66,61,84,285914,90,87,121,11.6304151242626,3.80666248977032,3.76120011569356,4.07753744390572,9.31677031559203,0,0,0,9.64290170574605,1.6094379124341,1.94591014905531,2.07944154167984,10.0292828485804,2.19722457733622,1.09861228866811,2.19722457733622,10.9293678450381,2.39789527279837,2.484906649788,2.484906649788,11.1338003921939,3.2188758248682,3.29583686600433,3.63758615972639,1,0,0,1,0,0,2
"58","Death at a Funeral",16217540,16.6016039305377,2459,7.80751004221619,2010-04-16,131,0,98579,31,32,43,120721,35,35,47,145495,44,42,58,173598,47,49,67,233779,67,67,92,289528,85,88,120,11.4986236802594,3.46573590279973,3.49650756146648,3.78418963391826,10.0052766984382,1.6094379124341,1.38629436111989,1.6094379124341,10.1175903591982,2.30258509299405,2.07944154167984,2.484906649788,10.2436671939457,1.38629436111989,2.07944154167984,2.30258509299405,11.0051285832642,3.04452243772342,2.94443897916644,3.25809653802148,10.9286326893224,2.94443897916644,3.09104245335832,3.36729582998647,1,0,0,1,0,0,9
"59","Defendor",13265,9.49288426657184,3,1.09861228866811,2010-02-19,686,0,59504,12,16,29,61886,13,17,30,64293,13,17,30,66585,14,19,32,68182,14,19,32,72301,16,21,34,10.9938156216165,2.56494935746154,2.83321334405622,3.40119738166216,7.77611547709874,0.693147180559945,0.693147180559945,0.693147180559945,7.78655180642871,0,0,0,7.7376162828579,0.693147180559945,1.09861228866811,1.09861228866811,7.37650812632622,0,0,0,8.32360844234357,1.09861228866811,1.09861228866811,1.09861228866811,0,0,0,1,0,0,3
"60","Despicable Me",56397125,17.8479287399917,3476,8.15363748638528,2010-07-09,358,0,463993,160,180,247,481830,172,186,257,503531,185,195,266,530558,198,208,285,559223,209,224,311,608001,251,267,369,13.0476269000903,5.08140436498446,5.19849703126583,5.51342874616498,9.78908629222615,2.56494935746154,1.94591014905531,2.39789527279837,9.98515970118015,2.63905732961526,2.30258509299405,2.30258509299405,10.2046286446721,2.63905732961526,2.63905732961526,2.99573227355399,10.2634670304832,2.484906649788,2.83321334405622,3.29583686600433,10.7950551713548,3.76120011569356,3.78418963391826,4.07753744390572,1,0,1,1,1,0,4
"61","Devil",12289375,16.324245625896,2809,7.94058382710424,2010-09-17,78,0,19894,24,29,36,41402,32,37,49,54539,47,50,75,78073,63,66,97,136087,75,83,115,226797,103,115,149,9.89822372286103,3.2188758248682,3.40119738166216,3.61091791264422,9.97622673117643,2.19722457733622,2.19722457733622,2.63905732961526,9.48326407345242,2.77258872223978,2.63905732961526,3.29583686600433,10.0662439538352,2.83321334405622,2.83321334405622,3.13549421592915,10.9684568767816,2.56494935746154,2.89037175789616,2.94443897916644,11.4154339076911,3.36729582998647,3.49650756146648,3.55534806148941,1,0,0,1,0,0,6
"62","Diary of a Wimpy Kid",22126166,16.9122714480346,3077,8.03171037532204,2010-03-19,153,0,93238,89,103,176,108089,120,127,210,131381,142,158,278,153676,167,183,316,187570,210,229,381,220873,246,267,431,11.4429213680815,4.49980967033027,4.64439089914137,5.17614973257383,9.60588981529697,3.46573590279973,3.2188758248682,3.55534806148941,10.0559081652314,3.13549421592915,3.46573590279973,4.23410650459726,10.0121625691618,3.25809653802148,3.25809653802148,3.66356164612965,10.4310227898651,3.78418963391826,3.85014760171006,4.18965474202643,10.4134327888748,3.61091791264422,3.66356164612965,3.93182563272433,1,0,0,1,0,0,6
"63","Dinner for Schmucks",23527839,16.973694916282,2911,7.97625194374562,2010-07-30,219,0,166107,53,60,79,181556,61,68,88,191010,68,73,94,200394,71,84,107,212734,81,91,114,253180,84,94,117,12.0203934581983,3.98898404656427,4.11087386417331,4.38202663467388,9.64536428232589,2.19722457733622,2.19722457733622,2.30258509299405,9.15429898109256,2.07944154167984,1.79175946922805,1.94591014905531,9.14686794902061,1.38629436111989,2.484906649788,2.63905732961526,9.42068233145318,2.39789527279837,2.07944154167984,2.07944154167984,10.6077477540996,1.38629436111989,1.38629436111989,1.38629436111989,1,0,0,1,1,0,7
"64","Douchebag",2966,7.99496952269788,1,0,2010-10-01,222,0,10545,9,9,12,11251,9,9,12,12324,11,10,13,13556,13,13,19,14813,13,13,19,15920,15,15,22,9.26350192009041,2.30258509299405,2.30258509299405,2.56494935746154,6.56103066589657,0,0,0,6.97914527506881,1.09861228866811,0.693147180559945,0.693147180559945,7.11720550316434,1.09861228866811,1.38629436111989,1.94591014905531,7.13727843726039,0,0,0,7.01031186730723,1.09861228866811,1.09861228866811,1.38629436111989,0,0,0,1,0,0,8
"65","Down Terrace",3088,8.03527891114467,2,0.693147180559945,2010-10-15,-190,1,198,0,0,0,198,0,0,0,202,0,0,0,206,0,0,0,217,0,0,0,288,0,0,0,5.29330482472449,0,0,0,0,0,0,0,1.6094379124341,0,0,0,1.6094379124341,0,0,0,2.484906649788,0,0,0,4.27666611901606,0,0,0,0,0,0,1,0,0,5
"66","Dreamkiller",861,6.75809450442773,3,1.09861228866811,2010-02-19,-127,1,0,0,0,0,4,0,0,0,11,0,0,0,14,0,0,0,18,0,0,0,18,0,0,0,0,0,0,0,1.6094379124341,0,0,0,2.07944154167984,0,0,0,1.38629436111989,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,1,0,0,3
"67","Due Date",32689406,17.3025616078409,3355,8.11820704940578,2010-11-05,460,0,434215,112,129,170,458856,110,132,173,489860,115,140,183,521248,119,143,187,555640,125,146,190,612706,128,152,196,12.9812973851256,4.72738781871234,4.86753445045558,5.14166355650266,10.1122075831846,0,1.38629436111989,1.38629436111989,10.341903760784,1.79175946922805,2.19722457733622,2.39789527279837,10.3542127920492,1.6094379124341,1.38629436111989,1.6094379124341,10.4456083342828,1.94591014905531,1.38629436111989,1.38629436111989,10.9519812951261,1.38629436111989,1.94591014905531,1.94591014905531,1,0,0,1,0,0,9
"68","Easy A",17734040,16.6909965144738,2856,7.95717732345947,2010-09-17,444,0,336026,70,78,93,364045,76,83,100,428331,84,95,115,464507,95,101,126,523893,103,113,141,620602,125,130,165,12.7249467928597,4.26267987704132,4.36944785246702,4.54329478227,10.240673819891,1.94591014905531,1.79175946922805,2.07944154167984,11.0711127124912,2.19722457733622,2.56494935746154,2.77258872223978,10.4961788367717,2.484906649788,1.94591014905531,2.484906649788,10.9918306261796,2.19722457733622,2.56494935746154,2.77258872223978,11.479472088711,3.13549421592915,2.89037175789616,3.2188758248682,1,0,0,1,0,0,6
"69","Eat Pray Love",23104523,16.9555389571913,3082,8.03333401588006,2010-08-13,355,0,152530,45,49,61,155537,51,57,69,158576,54,60,73,161339,55,61,74,177507,57,65,80,204783,61,70,85,11.9351231330598,3.8286413964891,3.91202300542815,4.12713438504509,8.00903068506973,1.94591014905531,2.19722457733622,2.19722457733622,8.01961279440027,1.38629436111989,1.38629436111989,1.6094379124341,7.92443418488756,0.693147180559945,0.693147180559945,0.693147180559945,9.69085110773981,1.09861228866811,1.6094379124341,1.94591014905531,10.2137991352357,1.6094379124341,1.79175946922805,1.79175946922805,1,0,0,1,1,0,6
"70","Edge of Darkness",17214384,16.6612558713669,3066,8.02812905943176,2010-01-29,526,0,303572,52,56,90,311936,60,57,93,321132,61,58,95,337247,62,59,97,372525,66,68,106,413520,74,75,113,12.6233773877425,3.97029191355212,4.04305126783455,4.51085950651685,9.03181161342092,2.19722457733622,0.693147180559945,1.38629436111989,9.1266326229027,0.693147180559945,0.693147180559945,1.09861228866811,9.68756784631124,0.693147180559945,0.693147180559945,1.09861228866811,10.4710431650478,1.6094379124341,2.30258509299405,2.30258509299405,10.6212297799515,2.19722457733622,2.07944154167984,2.07944154167984,1,0,0,1,0,0,4
"71","Enter the Void",43651,10.6839814705128,3,1.09861228866811,2010-09-24,502,0,67811,17,23,32,71905,18,24,33,83857,19,27,44,93315,23,32,54,100747,23,35,60,108376,24,35,62,11.1244944494178,2.89037175789616,3.17805383034795,3.49650756146648,8.31752199628717,0.693147180559945,0.693147180559945,0.693147180559945,9.38873757187798,0.693147180559945,1.38629436111989,2.484906649788,9.15472194821317,1.6094379124341,1.79175946922805,2.39789527279837,8.91368482472529,0,1.38629436111989,1.94591014905531,8.9398431242785,0.693147180559945,0,1.09861228866811,0,0,0,1,0,0,7
"72","Everyone Else",10810,9.28822691063325,1,0,2010-04-09,-268,1,342,0,0,0,351,0,0,0,370,0,0,0,384,0,0,0,391,0,0,0,399,0,0,0,5.83773044716594,0,0,0,2.30258509299405,0,0,0,2.99573227355399,0,0,0,2.70805020110221,0,0,0,2.07944154167984,0,0,0,2.19722457733622,0,0,0,0,0,0,1,0,0,6
"73","Exit Through the Gift Shop",170756,12.0479909159079,8,2.07944154167984,2010-04-16,84,0,4958,6,10,19,7734,9,13,22,10853,10,14,23,14200,11,15,24,16679,12,16,26,19624,13,17,27,8.50895938648913,1.94591014905531,2.39789527279837,2.99573227355399,7.9291264873068,1.38629436111989,1.38629436111989,1.38629436111989,8.04558828080353,0.693147180559945,0.693147180559945,0.693147180559945,8.11611843160937,0.693147180559945,0.693147180559945,0.693147180559945,7.81601383915903,0.693147180559945,0.693147180559945,1.09861228866811,7.98820359702258,0.693147180559945,0.693147180559945,0.693147180559945,0,0,0,1,0,0,9
"74","Extraordinary Measures",6012594,15.6093668273696,2549,7.84345640437612,2010-01-22,96,0,15516,13,14,27,21697,15,17,31,26745,18,18,32,35728,18,20,34,61452,22,24,38,107200,28,31,47,9.64969147608348,2.63905732961526,2.70805020110221,3.3322045101752,8.72939712269206,1.09861228866811,1.38629436111989,1.6094379124341,8.52694548285892,1.38629436111989,0.693147180559945,0.693147180559945,9.10320049641828,0,1.09861228866811,1.09861228866811,10.1552185607023,1.6094379124341,1.6094379124341,1.6094379124341,10.7309252125413,1.94591014905531,2.07944154167984,2.30258509299405,1,0,0,1,0,0,5
"75","Fair Game",651082,13.3863908733198,46,3.8286413964891,2010-11-05,586,0,147354,39,43,67,155697,42,45,69,163970,42,47,71,172294,45,49,73,188077,45,50,74,201633,47,51,75,11.9005999204032,3.68887945411394,3.78418963391826,4.21950770517611,9.02929799668061,1.38629436111989,1.09861228866811,1.09861228866811,9.02087334702136,0,1.09861228866811,1.09861228866811,9.02701831484864,1.38629436111989,1.09861228866811,1.09861228866811,9.66675204770245,0,0.693147180559945,0.693147180559945,9.51465829807939,1.09861228866811,0.693147180559945,0.693147180559945,0,0,0,1,0,0,9
"76","Faster",8523153,15.9582969007689,2454,7.80547462527086,2010-11-24,284,0,193225,38,49,57,204199,38,49,57,222442,48,56,67,242858,49,59,70,268612,51,62,73,302358,52,64,75,12.1716157672754,3.66356164612965,3.91202300542815,4.06044301054642,9.30337523794337,0,0,0,9.81159153783159,2.39789527279837,2.07944154167984,2.39789527279837,9.9241231661362,0.693147180559945,1.38629436111989,1.38629436111989,10.1563840619997,1.09861228866811,1.38629436111989,1.38629436111989,10.4266468034609,0.693147180559945,1.09861228866811,1.09861228866811,1,0,0,0,0,0,5
"77","Finding Bliss",2115,7.65681009148038,1,0,2010-06-04,443,0,24639,10,11,17,25882,10,11,17,27070,10,11,17,28165,10,11,17,29332,10,11,19,31499,10,11,19,10.1121264176475,2.39789527279837,2.484906649788,2.89037175789616,7.12608727329912,0,0,0,7.08086789669078,0,0,0,6.99942246750796,0,0,0,7.06304816338817,0,0,1.09861228866811,7.68156036255954,0,0,0,0,0,0,1,1,0,7
"78","Flipped",224233,12.3204409687977,45,3.80666248977032,2010-08-06,251,0,13088,1,1,1,13715,1,1,1,14778,2,2,2,15945,2,2,2,16828,2,2,2,22531,9,10,14,9.47952746179172,0.693147180559945,0.693147180559945,0.693147180559945,6.4425401664682,0,0,0,6.96979066990159,0.693147180559945,0.693147180559945,0.693147180559945,7.06304816338817,0,0,0,6.78445706263764,0,0,0,8.64892296209413,2.07944154167984,2.19722457733622,2.56494935746154,0,0,0,1,1,0,7
"79","For Colored Girls",19497324,16.7857877833477,2127,7.66246781520024,2010-11-05,136,0,68589,28,27,37,87547,43,44,63,112195,53,57,78,132325,55,63,84,159030,64,72,95,197802,78,86,120,11.1359020304934,3.36729582998647,3.3322045101752,3.63758615972639,9.85003403180204,2.77258872223978,2.89037175789616,3.29583686600433,10.1124916106966,2.39789527279837,2.63905732961526,2.77258872223978,9.91001619449883,1.09861228866811,1.94591014905531,1.94591014905531,10.1926435382439,2.30258509299405,2.30258509299405,2.484906649788,10.5654794070884,2.70805020110221,2.70805020110221,3.25809653802148,1,0,0,1,0,0,9
"80","Formosa Betrayed",77326,11.2557855298977,15,2.70805020110221,2010-02-26,221,0,7041,16,19,40,7578,16,19,40,8089,16,19,40,9031,20,23,52,10339,20,23,52,11449,21,25,54,8.859647499715,2.83321334405622,2.99573227355399,3.71357206670431,6.28785856016178,0,0,0,6.23832462503951,0,0,0,6.84906628263346,1.6094379124341,1.6094379124341,2.56494935746154,7.1770187659099,0,0,0,7.01301578963963,0.693147180559945,1.09861228866811,1.09861228866811,0,0,0,1,0,0,5
"81","Four Lions",41512,10.6337378210476,8,2.07944154167984,2010-11-05,466,0,277344,97,131,176,304259,104,140,185,323828,106,142,187,342200,107,147,192,360442,107,148,193,379141,109,151,196,12.5330174975581,4.58496747867057,4.88280192258637,5.17614973257383,10.2004761843082,2.07944154167984,2.30258509299405,2.30258509299405,9.88175306039012,1.09861228866811,1.09861228866811,1.09861228866811,9.81863747461973,0.693147180559945,1.79175946922805,1.79175946922805,9.81153672378822,0,0.693147180559945,0.693147180559945,9.83627880284268,1.09861228866811,1.38629436111989,1.38629436111989,0,0,0,1,0,0,9
"82","Freakonomics",31893,10.3701418289567,20,2.99573227355399,2010-10-01,78,0,457,4,6,15,620,4,6,15,1187,5,7,16,2014,6,8,18,3687,7,9,19,5288,8,11,21,6.12686918411419,1.6094379124341,1.94591014905531,2.77258872223978,5.0998664278242,0,0,0,6.34212141872115,0.693147180559945,0.693147180559945,0.693147180559945,6.71901315438526,0.693147180559945,0.693147180559945,1.09861228866811,7.42297125104942,0.693147180559945,0.693147180559945,0.693147180559945,7.3790081276283,0.693147180559945,1.09861228866811,1.09861228866811,0,0,0,1,0,0,8
"83","From Paris with Love",8158860,15.9146150112982,2722,7.90912218321141,2010-02-05,457,0,144745,56,57,77,149947,58,59,79,156321,60,62,82,168159,60,62,82,193313,69,76,98,214957,82,80,106,11.882735761202,4.04305126783455,4.06044301054642,4.35670882668959,8.5569906612903,1.09861228866811,1.09861228866811,1.09861228866811,8.76013937002663,1.09861228866811,1.38629436111989,1.38629436111989,9.37915444541164,0,0,0,10.1328119629254,2.30258509299405,2.70805020110221,2.83321334405622,9.98252975987608,2.63905732961526,1.6094379124341,2.19722457733622,1,0,0,1,0,0,2
"84","Frozen",131395,11.7859633325583,106,4.66343909411207,2010-02-05,51,0,226,0,0,0,403,3,3,19,10532,10,12,30,23330,13,17,39,33493,18,24,48,41525,20,27,53,5.4249500174814,0,0,0,5.18178355029209,1.38629436111989,1.38629436111989,2.99573227355399,9.22325659724273,2.07944154167984,2.30258509299405,2.484906649788,9.45712232185579,1.38629436111989,1.79175946922805,2.30258509299405,9.22660734444005,1.79175946922805,2.07944154167984,2.30258509299405,8.99131333617381,1.09861228866811,1.38629436111989,1.79175946922805,0,0,0,1,0,0,2
"85","Furry Vengeance",6627564,15.706747873832,2997,8.00536706731666,2010-04-30,117,0,27175,7,7,7,31625,8,8,9,36197,11,10,11,41972,13,13,15,51342,20,20,22,62583,34,31,42,10.2100895098404,2.07944154167984,2.07944154167984,2.07944154167984,8.40088406901585,0.693147180559945,0.693147180559945,1.09861228866811,8.42792472365806,1.38629436111989,1.09861228866811,1.09861228866811,8.66146668057266,1.09861228866811,1.38629436111989,1.6094379124341,9.14537509312382,2.07944154167984,2.07944154167984,2.07944154167984,9.32741204356202,2.70805020110221,2.484906649788,3.04452243772342,1,0,0,1,0,0,4
"86","Gasland",2641,7.87891291229713,1,0,2010-09-15,165,0,14142,44,51,142,17043,47,54,148,20918,47,54,148,23086,46,56,150,26108,48,57,151,28651,51,58,152,9.5569750810205,3.80666248977032,3.95124371858143,4.96284463025991,7.97315543344413,1.38629436111989,1.38629436111989,1.94591014905531,8.26255897301066,0,0,0,7.68202151082687,0,1.09861228866811,1.09861228866811,8.01400499477946,1.09861228866811,0.693147180559945,0.693147180559945,7.84149292446001,1.38629436111989,0.693147180559945,0.693147180559945,0,0,0,0,0,0,1
"87","Get Him to the Greek",17570955,16.6817578126987,2697,7.89989532313973,2010-06-04,591,0,620386,137,163,218,640907,148,170,225,664652,146,175,230,687201,156,185,243,723604,166,195,254,773613,186,210,270,13.3380987558419,4.92725368515721,5.0998664278242,5.3890717298165,9.92925276042215,2.484906649788,2.07944154167984,2.07944154167984,10.0751693742257,0,1.79175946922805,1.79175946922805,10.0234903449308,2.39789527279837,2.39789527279837,2.63905732961526,10.5024339376972,2.39789527279837,2.39789527279837,2.484906649788,10.8199782644129,3.04452243772342,2.77258872223978,2.83321334405622,1,0,0,1,1,0,7
"88","Going the Distance",6884964,15.7448504613731,3030,8.01631789850341,2010-09-03,369,0,116843,41,43,55,120009,42,46,59,127348,42,46,59,140364,50,49,68,172516,54,58,80,212090,60,66,89,11.6685949907668,3.73766961828337,3.78418963391826,4.02535169073515,8.06054004653864,0.693147180559945,1.38629436111989,1.6094379124341,8.90109412160856,0,0,0,9.47401147446646,2.19722457733622,1.38629436111989,2.30258509299405,10.3782610379096,1.6094379124341,2.30258509299405,2.56494935746154,10.5859528847492,1.94591014905531,2.19722457733622,2.30258509299405,1,0,0,1,1,0,2
"89","Golmaal 3",626432,13.3477955079222,86,4.45434729625351,2010-11-05,278,0,102950,87,103,152,121589,100,119,172,138865,116,145,201,157041,131,156,222,179119,144,169,245,198377,156,185,268,11.5420084258619,4.47733681447821,4.64439089914137,5.03043792139244,9.83306508823958,2.63905732961526,2.83321334405622,3.04452243772342,9.75713141617478,2.83321334405622,3.29583686600433,3.40119738166216,9.8079123376131,2.77258872223978,2.484906649788,3.09104245335832,10.0023822095103,2.63905732961526,2.63905732961526,3.17805383034795,9.86573376292421,2.56494935746154,2.83321334405622,3.17805383034795,0,0,0,1,0,0,9
"90","Great Directors",5440,8.60153433984999,3,1.09861228866811,2010-07-02,10,0,16,0,0,0,17,0,0,0,19,0,0,0,21,0,0,0,21,0,0,0,152,8,16,25,2.83321334405622,0,0,0,0.693147180559945,0,0,0,1.09861228866811,0,0,0,1.09861228866811,0,0,0,0,0,0,0,4.88280192258637,2.19722457733622,2.83321334405622,3.25809653802148,0,0,0,1,1,1,1
"91","Greenberg",118152,11.6797272101061,3,1.09861228866811,2010-03-19,115,0,18463,10,10,12,21975,11,11,13,26134,11,11,13,28381,13,13,17,31187,12,14,18,34033,12,14,18,9.82357816930783,2.39789527279837,2.39789527279837,2.56494935746154,8.16422565226583,0.693147180559945,0.693147180559945,0.693147180559945,8.33327035325531,0,0,0,7.71779621101358,1.09861228866811,1.09861228866811,1.6094379124341,7.93987157636188,0,0.693147180559945,0.693147180559945,7.95402108727804,0,0,0,0,0,0,1,0,0,6
"92","Green Zone",14309295,16.4764198840716,3003,8.00736706798333,2010-03-12,779,0,274071,92,107,156,295650,93,111,160,308345,101,112,161,323521,98,116,166,350726,105,123,173,391795,119,133,185,12.5211461245739,4.53259949315326,4.68213122712422,5.05624580534831,9.97952223881212,0.693147180559945,1.6094379124341,1.6094379124341,9.44904226220624,2.19722457733622,0.693147180559945,0.693147180559945,9.62753640296004,0,1.6094379124341,1.79175946922805,10.2111928161934,2.07944154167984,2.07944154167984,2.07944154167984,10.6230332069506,2.70805020110221,2.39789527279837,2.56494935746154,1,0,0,1,0,0,5
"93","Grown Ups",40506562,17.5169745436435,3534,8.17018565287964,2010-06-25,396,0,586808,117,131,167,610350,127,143,185,636514,134,147,193,663037,136,158,211,700437,154,171,228,745463,162,182,240,13.2824546625567,4.77068462446567,4.88280192258637,5.12396397940326,10.066583815345,2.39789527279837,2.56494935746154,2.94443897916644,10.1721779188063,2.07944154167984,1.6094379124341,2.19722457733622,10.1858052624888,1.09861228866811,2.484906649788,2.94443897916644,10.5294527210131,2.94443897916644,2.63905732961526,2.89037175789616,10.7150175888244,2.19722457733622,2.484906649788,2.56494935746154,1,0,0,1,1,0,2
"94","Gulliver%27s Travels",6307691,15.6572802404499,2546,7.84227877911735,2010-12-25,529,0,355671,69,68,96,372077,74,73,103,389257,79,78,109,405931,81,82,113,430623,86,86,117,470759,96,95,128,12.7817642368173,4.24849524204936,4.23410650459726,4.57471097850338,9.70546335201488,1.79175946922805,1.79175946922805,2.07944154167984,9.75155940106197,1.79175946922805,1.79175946922805,1.94591014905531,9.72166587078383,1.09861228866811,1.6094379124341,1.6094379124341,10.1142750816408,1.79175946922805,1.6094379124341,1.6094379124341,10.6000538811417,2.39789527279837,2.30258509299405,2.484906649788,1,0,1,1,0,1,1
"95","Guy and Madeline on a Park Bench",3233,8.08116577772543,1,0,2010-11-05,9,0,29,0,0,0,30,0,0,0,31,0,0,0,37,0,0,0,43,0,0,0,48,0,0,0,3.40119738166216,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,1.94591014905531,0,0,0,1.94591014905531,0,0,0,1.79175946922805,0,0,0,0,0,0,1,0,0,9
"96","Guzaarish",488121,13.0983186049202,108,4.68213122712422,2010-11-19,468,0,293114,131,123,175,343475,179,179,284,382527,213,215,355,430944,247,242,399,480578,286,316,537,526787,326,375,662,12.5883203024622,4.88280192258637,4.82028156560504,5.17048399503815,10.8269922014285,3.89182029811063,4.04305126783455,4.70048036579242,10.5726749769008,3.55534806148941,3.61091791264422,4.27666611901606,10.7876269243932,3.55534806148941,3.3322045101752,3.80666248977032,10.8124515090238,3.68887945411394,4.31748811353631,4.93447393313069,10.7409515038643,3.71357206670431,4.0943445622221,4.83628190695148,0,0,0,1,0,0,3
"97","Handsome Harry",13500,9.51044496442652,4,1.38629436111989,2010-04-16,-159,1,2223,0,0,0,2252,0,0,0,2281,0,0,0,2307,0,0,0,2330,0,0,0,2356,0,0,0,7.70706265537047,0,0,0,3.40119738166216,0,0,0,3.40119738166216,0,0,0,3.29583686600433,0,0,0,3.17805383034795,0,0,0,3.29583686600433,0,0,0,0,0,0,1,0,0,9
"98","Happy Tears",13009,9.47339670460156,15,2.70805020110221,2010-02-19,11,0,1415,0,0,0,1460,0,0,0,1516,0,0,0,1559,0,0,0,1596,0,0,0,2078,1,1,2,7.25559127425367,0,0,0,3.8286413964891,0,0,0,4.04305126783455,0,0,0,3.78418963391826,0,0,0,3.63758615972639,0,0,0,6.18001665365257,0.693147180559945,0.693147180559945,1.09861228866811,0,0,0,1,0,0,3
"99","Heartbreaker",52628,10.8710035764857,3,1.09861228866811,2010-09-10,154,0,8656,8,9,24,11648,9,10,25,14488,11,12,28,17255,11,12,28,19954,13,14,31,23769,13,14,31,9.06612352121577,2.19722457733622,2.30258509299405,3.2188758248682,8.0040315078527,0.693147180559945,0.693147180559945,0.693147180559945,7.95191138185419,1.09861228866811,1.09861228866811,1.38629436111989,7.92588031673756,0,0,0,7.90100705199242,1.09861228866811,1.09861228866811,1.38629436111989,8.24695803256818,0,0,0,0,0,0,1,0,0,8
"100","Helena from the Wedding",2692,7.89803969076462,1,0,2010-11-12,507,0,14411,11,11,14,14876,11,12,15,15581,11,12,15,16176,11,12,15,16757,12,13,22,17352,12,13,22,9.57581647186798,2.484906649788,2.484906649788,2.70805020110221,6.14418563412565,0,0.693147180559945,0.693147180559945,6.55961523749324,0,0,0,6.39024066706535,0,0,0,6.36647044773144,0.693147180559945,0.693147180559945,2.07944154167984,6.39024066706535,0,0,0,0,0,0,1,0,0,4
"101","Henri-Georges Clouzot%27s Inferno",3981,8.28928832300032,1,0,2010-07-16,239,0,3314,8,11,13,3490,8,11,13,3703,8,11,13,3834,8,11,13,4113,8,11,13,4229,8,11,13,8.10621290261996,2.19722457733622,2.484906649788,2.63905732961526,5.17614973257383,0,0,0,5.36597601502185,0,0,0,4.88280192258637,0,0,0,5.63478960316925,0,0,0,4.76217393479776,0,0,0,0,0,0,1,1,0,3
"102","Hereafter",220322,12.3028453916264,6,1.79175946922805,2010-10-15,392,0,233975,35,56,112,247478,34,57,116,260318,36,60,120,283663,41,68,154,310147,46,75,161,359171,45,80,167,12.3629738249772,3.58351893845611,4.04305126783455,4.72738781871234,9.51074121683574,0,0.693147180559945,1.6094379124341,9.46039845583127,1.09861228866811,1.38629436111989,1.6094379124341,10.0581809422126,1.79175946922805,2.19722457733622,3.55534806148941,10.1843338139786,1.79175946922805,2.07944154167984,2.07944154167984,10.8000856510645,0,1.79175946922805,1.94591014905531,0,0,0,1,0,0,5
