"","Title","Revenue","logRev","N_Theaters","logThea","Release_Date","Inception","No_Article","Views60","Users60","Rigor60","Edits60","Views50","Users50","Rigor50","Edits50","Views40","Users40","Rigor40","Edits40","Views30","Users30","Rigor30","Edits30","Views20","Users20","Rigor20","Edits20","Views10","Users10","Rigor10","Edits10","lV60","lU60","lR60","lE60","ldV50","ldU50","ldR50","ldE50","ldV40","ldU40","ldR40","ldE40","ldV30","ldU30","ldR30","ldE30","ldV20","ldU20","ldR20","ldE20","ldV10","ldU10","ldR10","ldE10","Wide_Release","is_sequel","is_3D_or_IMAX","Fri_Sat","in_Summer","Federal_Holiday","N_Other_Rel"
"282","To Save a Life",1581517,14.2738950709587,441,6.08904487544685,2010-01-22,19,0,388,0,0,0,498,0,0,0,663,0,0,0,842,0,0,0,1146,0,0,0,4352,5,6,7,5.96357934361845,0,0,0,4.70953020131233,0,0,0,5.11198778835654,0,0,0,5.19295685089021,0,0,0,5.72031177660741,0,0,0,8.07309119969315,1.79175946922805,1.94591014905531,2.07944154167984,0,0,0,1,0,0,5
"283","Toy Story 3",110307189,18.5187796588904,4028,8.30102525383845,2010-06-18,2029,0,2953585,1605,2521,3322,3043969,1667,2596,3444,3149812,1727,2679,3567,3249770,1797,2778,3708,3373198,1890,2902,3878,3577295,2028,3090,4138,14.8985305833011,7.38150189450671,7.83280751652486,8.1086232683546,11.411833603409,4.14313472639153,4.33073334028633,4.81218435537242,11.5697215909696,4.11087386417331,4.43081679884331,4.82028156560504,11.5125153808972,4.26267987704132,4.60517018598809,4.95582705760126,11.7234213709471,4.54329478227,4.8283137373023,5.14166355650266,12.2263555496318,4.93447393313069,5.24174701505964,5.56452040732269,1,1,1,1,1,0,4
"284","Tron Legacy",44026211,17.6002957190665,3451,8.146419323098,2010-12-17,601,0,1525055,441,648,869,1604269,452,667,891,1722701,469,697,928,1855918,482,725,958,2013164,488,767,1007,2257961,527,824,1077,14.2375416886609,6.0913098820777,6.47543271670409,6.76849321164863,11.2799209538091,2.484906649788,2.99573227355399,3.13549421592915,11.6821026788141,2.89037175789616,3.43398720448515,3.63758615972639,11.7997421630936,2.63905732961526,3.36729582998647,3.43398720448515,11.9655730964793,1.94591014905531,3.76120011569356,3.91202300542815,12.4081886596523,3.68887945411394,4.06044301054642,4.26267987704132,1,1,1,1,0,0,4
"285","True Grit",24830443,17.0275809986462,3047,8.02191277898571,2010-12-22,308,0,442867,72,88,106,478308,75,91,110,508306,79,96,116,542424,83,101,122,607712,92,109,133,678640,112,134,162,13.0010270362286,4.29045944114839,4.48863636973214,4.67282883446191,10.4756528365353,1.38629436111989,1.38629436111989,1.6094379124341,10.3089193267554,1.6094379124341,1.79175946922805,1.94591014905531,10.4376096928526,1.6094379124341,1.79175946922805,1.94591014905531,11.0865788477822,2.30258509299405,2.19722457733622,2.484906649788,11.1694346556899,3.04452243772342,3.25809653802148,3.40119738166216,1,0,0,0,0,1,4
"286","Twelve",110238,11.6103969438478,231,5.44241771052179,2010-08-06,342,0,185716,31,31,51,193475,31,34,55,203780,33,37,58,213077,35,39,60,220274,39,41,63,236222,45,42,69,12.1319792886543,3.46573590279973,3.46573590279973,3.95124371858143,8.95673761317726,0,1.38629436111989,1.6094379124341,9.24048152888817,1.09861228866811,1.38629436111989,1.38629436111989,9.13755460225053,1.09861228866811,1.09861228866811,1.09861228866811,8.88155848863898,1.6094379124341,1.09861228866811,1.38629436111989,9.67715141032275,1.94591014905531,0.693147180559945,1.94591014905531,0,0,0,1,1,0,7
"287","Two in the Wave",5676,8.64400203827993,1,0,2010-05-19,-165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"288","Udaan",2715,7.90654723236804,2,0.693147180559945,2010-07-16,81,0,1306,8,13,29,2966,8,14,30,4006,9,15,32,4825,10,16,33,6374,13,19,38,9471,18,22,44,7.17548971362422,2.19722457733622,2.63905732961526,3.40119738166216,7.41517510961329,0,0.693147180559945,0.693147180559945,6.94793706861497,0.693147180559945,0.693147180559945,1.09861228866811,6.7093043402583,0.693147180559945,0.693147180559945,0.693147180559945,7.34601020991329,1.38629436111989,1.38629436111989,1.79175946922805,8.03851202097681,1.79175946922805,1.38629436111989,1.94591014905531,0,0,0,1,1,0,3
"289","Unstoppable",22688457,16.9373668509179,3207,8.07309119969315,2010-11-12,463,0,408395,138,136,214,434137,146,147,225,455230,151,156,235,484339,156,167,246,532341,156,177,256,614931,175,185,264,12.9199925709054,4.93447393313069,4.91998092582813,5.37063802812766,10.1559180244752,2.19722457733622,2.484906649788,2.484906649788,9.95674391883656,1.79175946922805,2.30258509299405,2.39789527279837,10.2788370367397,1.79175946922805,2.484906649788,2.484906649788,10.779018787937,0,2.39789527279837,2.39789527279837,11.3216559947349,2.99573227355399,2.19722457733622,2.19722457733622,1,0,0,1,0,0,4
"290","Valentine%27s Day",56260707,17.8455069276018,3665,8.20658361432075,2010-02-12,195,0,891006,410,403,568,982468,456,444,630,1098563,501,497,702,1212594,509,505,711,1381111,519,517,725,1544824,519,525,739,13.7001075627633,6.01859321449623,6.00141487796115,6.34388043412633,11.4236897978987,3.85014760171006,3.73766961828337,4.14313472639153,11.6621727140348,3.8286413964891,3.98898404656427,4.29045944114839,11.6442343897417,2.19722457733622,2.19722457733622,2.30258509299405,12.034797847995,2.39789527279837,2.56494935746154,2.70805020110221,12.0058762819993,0,2.19722457733622,2.70805020110221,1,0,0,1,0,0,3
"291","Vampires Suck",12202831,16.3171785319646,3233,8.08116577772543,2010-08-18,73,0,5393,12,20,28,10583,23,36,45,17561,65,90,128,68867,191,237,353,115859,192,290,421,282908,300,409,578,8.59304250369967,2.56494935746154,3.04452243772342,3.36729582998647,8.55468163582723,2.484906649788,2.83321334405622,2.89037175789616,8.85066091901715,3.76120011569356,4.00733318523247,4.43081679884331,10.8455824740918,4.84418708645859,4.99721227376411,5.42053499927229,10.7577539334299,0.693147180559945,3.98898404656427,4.23410650459726,12.0260484477849,4.69134788222914,4.78749174278205,5.06259503302697,1,0,0,0,1,0,1
"292","Veer",334562,12.7205774926455,92,4.52178857704904,2010-01-22,332,0,80174,70,70,109,94374,98,98,148,106598,120,119,188,125697,154,145,236,144418,164,161,259,166779,180,181,287,11.2919670245614,4.26267987704132,4.26267987704132,4.70048036579242,9.56106766364501,3.36729582998647,3.36729582998647,3.68887945411394,9.41123831434307,3.13549421592915,3.09104245335832,3.71357206670431,9.85744361403472,3.55534806148941,3.29583686600433,3.89182029811063,9.83745458193169,2.39789527279837,2.83321334405622,3.17805383034795,10.0151183687073,2.83321334405622,3.04452243772342,3.36729582998647,0,0,0,1,0,0,5
"293","Vincere",18096,9.8034461983559,2,0.693147180559945,2010-03-19,318,0,10319,12,15,23,10759,12,15,23,11328,12,15,23,11831,12,15,23,13558,14,18,26,15202,15,20,31,9.24183903903555,2.56494935746154,2.77258872223978,3.17805383034795,6.08904487544685,0,0,0,6.3456363608286,0,0,0,6.22257626807137,0,0,0,7.454719949364,1.09861228866811,1.38629436111989,1.38629436111989,7.40549566319947,0.693147180559945,1.09861228866811,1.79175946922805,0,0,0,1,0,0,6
"294","Waiting for Armageddon",2579,7.85515700588134,1,0,2010-01-08,-81,1,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,9,0,0,0,14,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,0,0,0,1.79175946922805,0,0,0,0,0,0,1,0,0,4
"295","Waking Sleeping Beauty",33115,10.4077416309191,5,1.6094379124341,2010-03-26,76,0,3354,4,4,9,5407,8,8,13,7476,8,8,13,10611,11,12,19,14167,14,14,22,17682,14,15,23,8.11820704940578,1.6094379124341,1.6094379124341,2.30258509299405,7.6275443904885,1.6094379124341,1.6094379124341,1.6094379124341,7.63530388625941,0,0,0,8.0507033814703,1.38629436111989,1.6094379124341,1.94591014905531,8.17667277194846,1.38629436111989,1.09861228866811,1.38629436111989,8.16507925880507,0,0.693147180559945,0.693147180559945,0,0,0,1,0,0,2
"296","Wall Street Money Never Sleeps",19011188,16.7605382059365,3565,8.1789193328484,2010-09-24,511,0,836123,242,376,1085,873924,249,383,1093,909669,255,389,1103,955447,265,401,1117,1025132,274,410,1128,1137503,286,424,1145,13.6365322064266,5.49306144334055,5.93224518744801,6.99025650049388,10.5401172902609,2.07944154167984,2.07944154167984,2.19722457733622,10.4841936537503,1.94591014905531,1.94591014905531,2.39789527279837,10.7315807496682,2.39789527279837,2.56494935746154,2.70805020110221,11.1517547157412,2.30258509299405,2.30258509299405,2.484906649788,11.6295700750883,2.56494935746154,2.70805020110221,2.89037175789616,1,1,0,1,0,0,7
"297","Waste Land",9806,9.19074972221118,1,0,2010-10-29,-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
"298","We Are Family",296907,12.6011742374359,78,4.35670882668959,2010-09-03,207,0,67187,23,31,38,71056,29,38,62,79443,35,48,76,97638,46,63,111,116921,47,67,118,136392,60,82,143,11.1152499391369,3.17805383034795,3.46573590279973,3.66356164612965,8.26100978602383,1.94591014905531,2.07944154167984,3.2188758248682,9.03455739202181,1.94591014905531,2.39789527279837,2.70805020110221,9.80895706868989,2.484906649788,2.77258872223978,3.58351893845611,9.86703101552551,0.693147180559945,1.6094379124341,2.07944154167984,9.87673281522731,2.63905732961526,2.77258872223978,3.25809653802148,0,0,0,1,1,0,2
"299","Welcome to the Rileys",42145,10.6488713324316,10,2.30258509299405,2010-10-29,744,0,361501,112,117,177,370350,112,117,177,376844,112,117,177,382880,112,117,177,389585,114,121,186,401141,111,124,190,12.7980228530691,4.72738781871234,4.77068462446567,5.18178355029209,9.08817273800197,0,0,0,8.7787879291047,0,0,0,8.70566247879643,0,0,0,8.81075792702617,1.09861228866811,1.6094379124341,2.30258509299405,9.35504659297544,0,1.38629436111989,1.6094379124341,0,0,0,1,0,0,4
"300","What If...",49770,10.8151676718526,23,3.13549421592915,2010-08-20,251,0,35089,13,16,26,39112,15,18,28,41688,15,18,28,47293,17,20,31,54924,21,22,36,63426,19,24,38,10.4656714685773,2.63905732961526,2.83321334405622,3.29583686600433,8.30003171177957,1.09861228866811,1.09861228866811,1.09861228866811,7.85438121065236,0,0,0,8.63159273172473,1.09861228866811,1.09861228866811,1.38629436111989,8.94010521312812,1.6094379124341,1.09861228866811,1.79175946922805,9.04817432138579,0,1.09861228866811,1.09861228866811,0,0,0,1,1,0,4
"301","When in Rome",12350041,16.3291699408708,2456,7.80628928926703,2010-01-29,645,0,283355,44,51,76,293153,44,51,76,304602,44,51,76,320215,44,51,76,343695,48,55,80,380227,56,59,84,12.5544593365986,3.80666248977032,3.95124371858143,4.34380542185368,9.19003561863582,0,0,0,9.34574500898239,0,0,0,9.65592322668024,0,0,0,10.0639468624729,1.6094379124341,1.6094379124341,1.6094379124341,10.5059712406987,2.19722457733622,1.6094379124341,1.6094379124341,1,0,0,1,0,0,4
"302","When You%27re Strange",66833,11.109952249517,8,2.07944154167984,2010-04-09,475,0,69171,30,30,47,73060,30,30,47,77976,31,32,51,87718,33,34,54,98832,34,35,55,108478,34,35,55,11.1443514354458,3.43398720448515,3.43398720448515,3.87120101090789,8.26616443661249,0,0,0,8.50045386741194,0.693147180559945,1.09861228866811,1.6094379124341,9.18430435742534,1.09861228866811,1.09861228866811,1.38629436111989,9.3160508263983,0.693147180559945,0.693147180559945,0.693147180559945,9.17440226517055,0,0,0,0,0,0,1,0,0,6
"303","White Material",34613,10.4519846130231,3,1.09861228866811,2010-11-19,228,0,7739,11,12,16,8299,11,12,16,8857,11,12,16,9440,11,12,16,10228,11,12,16,10968,11,12,16,8.95415696658377,2.484906649788,2.56494935746154,2.83321334405622,6.3297209055227,0,0,0,6.3261494731551,0,0,0,6.36990098282823,0,0,0,6.67076632084587,0,0,0,6.60800062529609,0,0,0,0,0,0,1,0,0,3
"304","Wild Grass",39162,10.5754621678633,5,1.6094379124341,2010-06-25,411,0,6915,5,7,14,7546,5,7,14,8203,5,7,14,8757,7,9,16,9251,7,10,17,9617,7,10,17,8.84159284680318,1.79175946922805,2.07944154167984,2.70805020110221,6.44888939414686,0,0,0,6.48920493132532,0,0,0,6.31896811374643,1.09861228866811,1.09861228866811,1.09861228866811,6.20455776256869,0,0.693147180559945,0.693147180559945,5.90536184805457,0,0,0,0,0,0,1,1,0,2
"305","Winnebago Man",16469,9.70923510487421,2,0.693147180559945,2010-07-09,408,0,11433,23,23,48,13021,28,25,50,17683,31,32,59,23943,31,32,59,26022,35,34,61,28588,33,36,63,9.34434665182392,3.17805383034795,3.17805383034795,3.89182029811063,7.37086016653672,1.79175946922805,1.09861228866811,1.09861228866811,8.44741429680832,1.38629436111989,2.07944154167984,2.30258509299405,8.74209519574531,0,0,0,7.64012317269536,1.6094379124341,1.09861228866811,1.09861228866811,7.85049318087114,0,1.09861228866811,1.09861228866811,0,0,0,1,1,0,4
"306","Winter%27s Bone",84797,11.3480154437957,4,1.38629436111989,2010-06-11,131,0,4697,6,6,11,5531,6,6,11,6450,7,7,12,8519,8,8,13,10199,8,8,13,11712,8,8,13,8.45489216521886,1.94591014905531,1.94591014905531,2.484906649788,6.72743172485086,0,0,0,6.82437367004309,0.693147180559945,0.693147180559945,0.693147180559945,7.63530388625941,0.693147180559945,0.693147180559945,0.693147180559945,7.42714413340862,0,0,0,7.32251043399739,0,0,0,0,0,0,1,1,0,4
"307","Yogi Bear",16411322,16.6134820204552,3515,8.16479480424477,2010-12-17,778,0,388625,148,178,294,403277,164,188,308,419041,165,192,314,435142,180,201,324,467280,187,210,334,506586,189,234,369,12.8703727205324,5.00394630594546,5.18738580584075,5.68697535633982,9.59240037163802,2.83321334405622,2.39789527279837,2.70805020110221,9.66554757197916,0.693147180559945,1.6094379124341,1.94591014905531,9.68669876685993,2.77258872223978,2.30258509299405,2.39789527279837,10.3778255249307,2.07944154167984,2.30258509299405,2.39789527279837,10.5791578990447,1.09861228866811,3.2188758248682,3.58351893845611,1,0,1,1,0,0,4
"308","You Again",8407513,15.9446362688338,2548,7.84306401669205,2010-09-24,176,0,55574,24,25,35,61457,23,26,36,67692,28,27,37,74968,28,31,42,90060,34,40,52,110302,40,44,56,10.9254887388324,3.2188758248682,3.25809653802148,3.58351893845611,8.67999208172133,0,0.693147180559945,0.693147180559945,8.73809423017767,1.79175946922805,0.693147180559945,0.693147180559945,8.89247396834709,0,1.6094379124341,1.79175946922805,9.62198633915943,1.94591014905531,2.30258509299405,2.39789527279837,9.91556433376158,1.94591014905531,1.6094379124341,1.6094379124341,1,0,0,1,0,0,7
"309","You Will Meet a Tall Dark Stranger",160103,11.9835726370978,6,1.79175946922805,2010-09-22,330,0,255934,48,55,84,269987,50,56,87,283789,59,60,92,297421,57,64,99,314658,58,67,102,329869,61,71,111,12.4526787849721,3.89182029811063,4.02535169073515,4.44265125649032,9.55066233175214,1.09861228866811,0.693147180559945,1.38629436111989,9.53264123882358,2.30258509299405,1.6094379124341,1.79175946922805,9.52024860318613,0,1.6094379124341,2.07944154167984,9.75487152820734,0.693147180559945,1.38629436111989,1.38629436111989,9.62983986904815,1.38629436111989,1.6094379124341,2.30258509299405,0,0,0,0,0,0,0
"310","Zenith",2347,7.76089319585102,1,0,2010-10-01,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54907608489522,1.6094379124341,1.79175946922805,2.07944154167984,0,0,0,1,0,0,8
